DeepFlav;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
1, fastsim, central, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.983987) : (0.992819)) : (x<50 ? 0.989862:1.0001)) : (x<100 ? (x<80 ? (x<70 ? 1.0067:1.01712) : (1.01206)) : (x<120 ? 1.02523:1.01227))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.992562:0.945598) : (0.909067)) : (x<400 ? 0.888977:0.901957)) : (x<800 ? (x<670 ? 0.838285:0.793348) : (x<1000 ? 0.692435:0)))" 
1, fastsim, central, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.25832) : (1.28874)) : (x<50 ? 1.31091:1.33139)) : (x<100 ? (x<80 ? (x<70 ? 1.36838:1.39559) : (1.38409)) : (x<120 ? 1.37192:1.3681))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.44742:1.56715) : (1.67912)) : (x<400 ? 1.74824:1.80117)) : (x<800 ? (x<670 ? 2.39097:2.63835) : (x<1000 ? 2.48262:0)))" 
1, fastsim, down, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.958813) : (0.969524)) : (x<50 ? 0.974141:0.975321)) : (x<100 ? (x<80 ? (x<70 ? 0.976694:0.977845) : (0.977552)) : (x<120 ? 0.977486:0.978735))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.975672:0.966086) : (0.954385)) : (x<400 ? 0.935007:0.92077)) : (x<800 ? (x<670 ? 0.891014:0.86529) : (x<1000 ? 0.832785:0)))" 
1, fastsim, down, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.980972) : (0.989426)) : (x<50 ? 0.986075:0.995805)) : (x<100 ? (x<80 ? (x<70 ? 1.00186:1.01162) : (1.00748)) : (x<120 ? 1.01935:1.00659))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.984735:0.934096) : (0.894169)) : (x<400 ? 0.870714:0.879464)) : (x<800 ? (x<670 ? 0.810764:0.736892) : (x<1000 ? 0.6262:0)))" 
1, fastsim, down, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.25299) : (1.28138)) : (x<50 ? 1.30088:1.31869)) : (x<100 ? (x<80 ? (x<70 ? 1.35276:1.37701) : (1.36831)) : (x<120 ? 1.35191:1.34848))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.41874:1.52103) : (1.61592)) : (x<400 ? 1.67062:1.70747)) : (x<800 ? (x<670 ? 2.21867:2.28578) : (x<1000 ? 2.07102:0)))" 
1, fastsim, up, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.96155) : (0.97203)) : (x<50 ? 0.976592:0.977823)) : (x<100 ? (x<80 ? (x<70 ? 0.97933:0.980688) : (0.979859)) : (x<120 ? 0.980349:0.981583))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.979898:0.97305) : (0.964281)) : (x<400 ? 0.948181:0.939172)) : (x<800 ? (x<670 ? 0.913651:0.90658) : (x<1000 ? 0.883645:0)))" 
1, fastsim, up, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.987003) : (0.996213)) : (x<50 ? 0.993649:1.0044)) : (x<100 ? (x<80 ? (x<70 ? 1.01154:1.02262) : (1.01663)) : (x<120 ? 1.0311:1.01794))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.00039:0.957099) : (0.923965)) : (x<400 ? 0.907239:0.924449)) : (x<800 ? (x<670 ? 0.865805:0.849805) : (x<1000 ? 0.758669:0)))" 
1, fastsim, up, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.26366) : (1.29609)) : (x<50 ? 1.32095:1.3441)) : (x<100 ? (x<80 ? (x<70 ? 1.384:1.41416) : (1.39986)) : (x<120 ? 1.39192:1.38771))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.4761:1.61327) : (1.74232)) : (x<400 ? 1.82587:1.89488)) : (x<800 ? (x<670 ? 2.56326:2.99093) : (x<1000 ? 2.89423:0)))" 
2, fastsim, central, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.90849) : (0.931116)) : (x<50 ? 0.940624:0.943464)) : (x<100 ? (x<80 ? (x<70 ? 0.944575:0.946839) : (0.944481)) : (x<120 ? 0.944763:0.947265))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.942744:0.925771) : (0.906428)) : (x<400 ? 0.873332:0.848949)) : (x<800 ? (x<670 ? 0.80097:0.750815) : (x<1000 ? 0.716661:0)))" 
2, fastsim, central, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.960576) : (0.963587)) : (x<50 ? 0.973711:0.963767)) : (x<100 ? (x<80 ? (x<70 ? 0.990609:0.998005) : (0.98111)) : (x<120 ? 0.955588:0.919756))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.862263:0.741955) : (0.650696)) : (x<400 ? 0.583317:0.583709)) : (x<800 ? (x<670 ? 0.543062:0.412209) : (x<1000 ? 0.336927:0)))" 
2, fastsim, central, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.999976) : (1.03503)) : (x<50 ? 1.16436:1.05748)) : (x<100 ? (x<80 ? (x<70 ? 1.08078:1.07146) : (0.989311)) : (x<120 ? 0.955951:0.945691))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.941788:1.06334) : (1.22581)) : (x<400 ? 1.43596:1.88482)) : (x<800 ? (x<670 ? 2.43049:1.94066) : (x<1000 ? 1.34386:0)))" 
2, fastsim, down, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.907029) : (0.929806)) : (x<50 ? 0.939355:0.942176)) : (x<100 ? (x<80 ? (x<70 ? 0.943225:0.945386) : (0.943308)) : (x<120 ? 0.94331:0.945821))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.940609:0.922284) : (0.901513)) : (x<400 ? 0.866884:0.840006)) : (x<800 ? (x<670 ? 0.790189:0.731794) : (x<1000 ? 0.693322:0)))" 
2, fastsim, down, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.953672) : (0.955594)) : (x<50 ? 0.964648:0.953823)) : (x<100 ? (x<80 ? (x<70 ? 0.97926:0.985348) : (0.970905)) : (x<120 ? 0.943365:0.908584))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.848233:0.724566) : (0.631095)) : (x<400 ? 0.562188:0.558192)) : (x<800 ? (x<670 ? 0.512278:0.362959) : (x<1000 ? 0.286344:0)))" 
2, fastsim, down, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.985601) : (1.01313)) : (x<50 ? 1.13175:1.02455)) : (x<100 ? (x<80 ? (x<70 ? 1.04247:1.03006) : (0.958568)) : (x<120 ? 0.92066:0.912226))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.898292:0.98747) : (1.1101)) : (x<400 ? 1.26998:1.60039)) : (x<800 ? (x<670 ? 1.90547:1.29881) : (x<1000 ? 0.704441:0)))" 
2, fastsim, up, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.909951) : (0.932426)) : (x<50 ? 0.941893:0.944752)) : (x<100 ? (x<80 ? (x<70 ? 0.945924:0.948292) : (0.945654)) : (x<120 ? 0.946215:0.948709))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.94488:0.929259) : (0.911343)) : (x<400 ? 0.87978:0.857891)) : (x<800 ? (x<670 ? 0.81175:0.769836) : (x<1000 ? 0.740001:0)))" 
2, fastsim, up, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.96748) : (0.971581)) : (x<50 ? 0.982773:0.973711)) : (x<100 ? (x<80 ? (x<70 ? 1.00196:1.01066) : (0.991315)) : (x<120 ? 0.967811:0.930928))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.876294:0.759345) : (0.670297)) : (x<400 ? 0.604446:0.609225)) : (x<800 ? (x<670 ? 0.573846:0.461459) : (x<1000 ? 0.38751:0)))" 
2, fastsim, up, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.01435) : (1.05693)) : (x<50 ? 1.19698:1.0904)) : (x<100 ? (x<80 ? (x<70 ? 1.1191:1.11286) : (1.02005)) : (x<120 ? 0.991242:0.979156))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.985284:1.1392) : (1.34153)) : (x<400 ? 1.60194:2.16925)) : (x<800 ? (x<670 ? 2.95552:2.58252) : (x<1000 ? 1.98328:0)))" 
