deepcsv;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
1, fastsim, central, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.22377) : (1.28904)) : (x<50 ? 1.32994:1.37278)) : (x<100 ? (x<80 ? (x<70 ? 1.42794:1.45396) : (1.46341)) : (x<120 ? 1.49792:1.55442))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.54604:1.65054) : (1.6083)) : (x<400 ? 1.85563:1.79364)) : (x<800 ? (x<670 ? 1.90172:2.17107) : (x<1000 ? 1.86156:0)))" 
1, fastsim, down, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.967923) : (0.975822)) : (x<50 ? 0.977163:0.975938)) : (x<100 ? (x<80 ? (x<70 ? 0.975101:0.973396) : (0.973172)) : (x<120 ? 0.970092:0.970347))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.971844:0.962964) : (0.954147)) : (x<400 ? 0.937657:0.908166)) : (x<800 ? (x<670 ? 0.905247:0.886396) : (x<1000 ? 0.858461:0)))" 
1, fastsim, down, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.982047) : (0.992313)) : (x<50 ? 0.981211:0.986628)) : (x<100 ? (x<80 ? (x<70 ? 0.979862:0.977927) : (0.977408)) : (x<120 ? 0.982568:0.979487))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.966245:0.940038) : (0.89729)) : (x<400 ? 0.90362:0.899879)) : (x<800 ? (x<670 ? 0.851968:0.819079) : (x<1000 ? 0.744882:0)))" 
1, fastsim, down, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.21957) : (1.2838)) : (x<50 ? 1.32329:1.36459)) : (x<100 ? (x<80 ? (x<70 ? 1.418:1.44197) : (1.45333)) : (x<120 ? 1.48453:1.53973))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.47966:1.61433) : (1.56705)) : (x<400 ? 1.79504:1.72142)) : (x<800 ? (x<670 ? 1.79926:1.89373) : (x<1000 ? 1.55524:0)))" 
1, fastsim, up, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.971553) : (0.979048)) : (x<50 ? 0.980454:0.979116)) : (x<100 ? (x<80 ? (x<70 ? 0.978499:0.97719) : (0.976129)) : (x<120 ? 0.97381:0.9737))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.977173:0.974348) : (0.964529)) : (x<400 ? 0.951506:0.944952)) : (x<800 ? (x<670 ? 0.929341:0.930925) : (x<1000 ? 0.913807:0)))" 
1, fastsim, up, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.988917) : (0.998705)) : (x<50 ? 0.990726:0.996625)) : (x<100 ? (x<80 ? (x<70 ? 0.99076:0.994012) : (0.989273)) : (x<120 ? 0.992905:0.98965))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.980544:0.961617) : (0.927379)) : (x<400 ? 0.940076:0.944647)) : (x<800 ? (x<670 ? 0.915407:0.947615) : (x<1000 ? 0.919574:0)))" 
1, fastsim, up, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.22797) : (1.29428)) : (x<50 ? 1.33658:1.38096)) : (x<100 ? (x<80 ? (x<70 ? 1.43787:1.46594) : (1.47349)) : (x<120 ? 1.51132:1.56911))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.61242:1.68675) : (1.64955)) : (x<400 ? 1.91622:1.86585)) : (x<800 ? (x<670 ? 2.00417:2.4484) : (x<1000 ? 2.16788:0)))" 
2, fastsim, central, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.945307) : (0.956887)) : (x<50 ? 0.959096:0.957893)) : (x<100 ? (x<80 ? (x<70 ? 0.956495:0.952704) : (0.951062)) : (x<120 ? 0.946411:0.944277))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.943807:0.932741) : (0.917095)) : (x<400 ? 0.903122:0.887726)) : (x<800 ? (x<670 ? 0.859808:0.849556) : (x<1000 ? 0.796221:0)))" 
2, fastsim, central, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.971484) : (0.979799)) : (x<50 ? 0.985315:0.973944)) : (x<100 ? (x<80 ? (x<70 ? 0.971929:0.973987) : (0.945001)) : (x<120 ? 0.944018:0.933903))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.88239:0.827347) : (0.775886)) : (x<400 ? 0.751991:0.76617)) : (x<800 ? (x<670 ? 0.742072:0.668769) : (x<1000 ? 0.675087:0)))" 
2, fastsim, central, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.1745) : (1.28337)) : (x<50 ? 1.31924:1.4072)) : (x<100 ? (x<80 ? (x<70 ? 1.43342:1.41618) : (1.45567)) : (x<120 ? 1.43071:1.46013))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.48666:1.49867) : (1.31085)) : (x<400 ? 1.79335:1.98335)) : (x<800 ? (x<670 ? 1.54177:1.98322) : (x<1000 ? 1.01557:0)))" 
2, fastsim, down, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.943338) : (0.955189)) : (x<50 ? 0.957414:0.956235)) : (x<100 ? (x<80 ? (x<70 ? 0.954733:0.950736) : (0.949573)) : (x<120 ? 0.944518:0.942558))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.941075:0.92715) : (0.911816)) : (x<400 ? 0.896004:0.87383)) : (x<800 ? (x<670 ? 0.847405:0.826423) : (x<1000 ? 0.768084:0)))" 
2, fastsim, down, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.966705) : (0.974669)) : (x<50 ? 0.97951:0.963045)) : (x<100 ? (x<80 ? (x<70 ? 0.959159:0.9659) : (0.934123)) : (x<120 ? 0.936471:0.926555))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.872126:0.812118) : (0.757219)) : (x<400 ? 0.729212:0.73696)) : (x<800 ? (x<670 ? 0.704767:0.593914) : (x<1000 ? 0.561444:0)))" 
2, fastsim, down, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.16534) : (1.27108)) : (x<50 ? 1.30272:1.38768)) : (x<100 ? (x<80 ? (x<70 ? 1.41025:1.38705) : (1.4326)) : (x<120 ? 1.4019:1.42741))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.44434:1.43234) : (1.23588)) : (x<400 ? 1.64849:1.78145)) : (x<800 ? (x<670 ? 1.35146:1.3555) : (x<1000 ? 0.707472:0)))" 
2, fastsim, up, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.947277) : (0.958585)) : (x<50 ? 0.960779:0.95955)) : (x<100 ? (x<80 ? (x<70 ? 0.958257:0.954673) : (0.952551)) : (x<120 ? 0.948304:0.945996))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.946539:0.938332) : (0.922374)) : (x<400 ? 0.910241:0.901622)) : (x<800 ? (x<670 ? 0.872211:0.87269) : (x<1000 ? 0.824357:0)))" 
2, fastsim, up, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.976264) : (0.984929)) : (x<50 ? 0.99112:0.984843)) : (x<100 ? (x<80 ? (x<70 ? 0.9847:0.982074) : (0.95588)) : (x<120 ? 0.951565:0.941251))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.892654:0.842575) : (0.794553)) : (x<400 ? 0.77477:0.795379)) : (x<800 ? (x<670 ? 0.779377:0.743624) : (x<1000 ? 0.788729:0)))" 
2, fastsim, up, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.18366) : (1.29566)) : (x<50 ? 1.33575:1.42671)) : (x<100 ? (x<80 ? (x<70 ? 1.45658:1.4453) : (1.47874)) : (x<120 ? 1.45952:1.49286))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.52898:1.56501) : (1.38582)) : (x<400 ? 1.93821:2.18524)) : (x<800 ? (x<670 ? 1.73207:2.61093) : (x<1000 ? 1.32367:0)))" 
